RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021
97078,1541,92886,Zip,CA,CA,Yorba Linda,Los Angeles-Long Beach-Anaheim,Orange County,275051,276250,276012,276052,275444,275070,274708,274452,274545,275217,275608,276644,277424,277001,277350,278093,280402,282269,284127,285610,287263,288387,290307,291571,293904,296952,300274,303282,305491,308165,311532,316044,319959,323530,326497,329210,331704,334039,336513,339013,341752,345154,347900,349823,351518,353909,357273,361517,364440,367641,370355,374251,377441,380574,383503,386720,390071,394220,397962,401535,405147,409020,412980,416757,420414,423024,425846,428502,432394,435602,438701,442185,446304,450758,455032,459421,464729,471948,480236,488729,495809,502437,509586,517835,524846,531063,535102,541033,547432,553458,559903,567685,578754,590592,603240,611383,621618,633932,651516,667952,682691,698250,710365,720249,725147,731337,737024,746598,756873,764758,773391,779079,787546,791873,802419,812417,825681,833998,841210,850391,855561,862211,862287,867263,868943,870681,866167,864899,862589,862779,858638,853253,852328,851391,849681,843755,837272,833086,823901,811792,795176,783285,777515,769365,758099,740301,729463,715025,703984,692651,689976,688126,687435,680871,668703,657201,647648,645795,640626,637866,635038,632311,630330,627838,629417,632097,638582,643028,645070,644666,644565,650229,654017,656228,650437,645332,639419,634716,628741,624844,623583,622241,619324,612296,603691,598256,596542,594668,590692,587495,586526,586854,583771,579995,578600,579152,583051,585058,591543,599836,608913,616743,621976,626843,636892,650326,666510,679974,693819,706602,713670,719697,725747,733743,742043,750042,755094,756344,751949,750190,746731,747022,747054,746923,748090,748272,751149,752057,753930,757505,762269,767625,770692,773488,777186,781068,785348,789616,790971,796024,797741,801282,803061,803992,808081,809354,814257,816940,817235,816604,819791,821782,827188,828626,832995,835479,837775,841593,843453,846464,851290,855990,860655,864850,868152,871812,874005,878358,882295,886418,885796,883646,879739,879934,879254,877892,874295,871171,867773,866222,868679,871679,875383,876192,879463,880627,880361,879578,882219,887988,894875,900016,902014,903967,908636,916862,924459,932578,942929,954987,966419,976212
96206,1565,90703,Zip,CA,CA,Cerritos,Los Angeles-Long Beach-Anaheim,Los Angeles County,235749,235758,235887,236097,236394,236598,236993,237018,236970,236748,236792,236897,236238,235789,235502,236217,236679,237441,238319,240130,241878,243847,245362,247406,250364,253526,256367,258081,260338,262144,263312,264390,266414,268810,271268,272856,275116,277126,279194,280893,282314,284816,288068,290305,291644,292903,295199,297585,299655,301447,303671,306123,308920,311349,313346,315630,317997,319999,321788,323630,325614,327803,330261,333215,335785,338227,340229,342746,345119,348423,351621,355422,359019,363106,367124,371664,376279,381540,387304,393320,399789,406545,413613,420308,426139,431364,437032,441639,446647,450739,457186,463890,470649,476033,483014,491084,501243,510976,520758,532427,546040,559312,570344,580211,591943,602875,611567,619099,625583,635000,643489,651957,657594,665634,675263,686025,696112,707250,715787,722775,728959,733718,739555,742803,748549,751779,752956,751843,746851,742981,740750,741080,739266,736495,733328,733241,730480,727016,721715,715364,708247,698777,690796,683034,676235,667228,654023,637829,621699,609854,599001,590629,584647,580829,574872,563796,556456,552449,551755,550216,549239,547179,546363,548668,552279,555886,559989,567433,570528,570628,572396,576497,583703,584284,585444,582797,580634,576658,571345,567597,565764,565520,563319,560728,553906,553054,550732,549764,546220,542769,542122,539921,538940,537380,536273,535149,535684,536380,538187,537775,539020,542614,547210,554046,558125,566172,573826,584090,593281,602231,610451,620831,629229,634760,637895,639049,641346,639299,639100,637736,637317,635219,635590,634512,634218,633494,635762,638213,642750,647558,651875,651825,653936,656737,658778,660300,661922,666067,669239,674341,676373,678704,679189,684311,686535,689106,688728,690812,694277,697743,698335,697260,699069,701553,705001,706470,710029,712403,717670,722511,726790,728490,732768,737941,741706,744984,748108,750762,752773,756028,757547,756500,753757,753749,753955,752532,751505,747885,744018,741955,744438,749126,748906,747547,746599,748125,749679,752127,755444,760374,765950,771321,773523,774116,779273,787089,796020,802889,809702,817024,824274,832364
96038,1573,90057,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,153113,153417,153882,154269,153970,153294,152557,152011,151333,150798,150136,149676,148698,147791,146459,146365,147310,148403,149094,149959,150964,152487,153705,155800,157719,159768,161162,161928,162541,163550,165185,166125,167532,167674,168353,167021,167600,167410,168524,167870,166951,166814,167684,169043,169768,170734,172492,174203,175522,177060,178485,180372,182898,185027,186717,186980,186799,186042,185787,186957,188542,190424,191733,194924,197392,200940,203142,207274,211871,218183,222877,226878,229985,233520,238115,242604,248097,252729,258145,262681,267114,271428,277417,282678,286561,289672,293966,297276,299906,302204,307233,313248,320541,326804,334058,343043,355081,366814,377882,390325,404186,417023,425021,432286,441026,451940,461490,471965,480903,493015,500816,508695,516667,528576,546195,562186,577373,587392,595750,601562,608160,612367,620680,627320,635214,638628,641605,645238,644537,645724,646619,651949,653438,653778,653038,653941,649872,645384,635540,625743,619053,614164,612935,604552,598300,588005,575085,558961,545108,536875,531743,528762,524288,515840,503461,488236,474030,465613,462358,462400,462014,459906,454493,447638,438765,434531,429806,430998,430470,428096,426269,422672,420816,414194,409988,406495,406138,405865,405309,405237,404203,402231,395308,389990,381729,376887,371916,368428,363438,355952,351581,347956,348433,351630,355675,357316,360344,364940,369048,370934,375949,384365,393749,401792,408446,413005,417277,424834,435385,443877,452479,461683,470819,478570,483840,488200,491825,493550,502059,509577,516082,522732,532295,540982,546284,548346,552434,555174,559140,566179,570164,571015,571244,572974,575744,579799,584207,588863,592088,600874,609809,621281,626514,634128,639942,645758,648336,650389,657251,668277,678856,686087,694855,700331,708452,714500,719307,726371,736737,752726,761251,766344,772942,779673,780637,783104,793033,808933,825841,835665,838730,834527,833063,832374,830169,825339,824200,819354,815988,816713,827140,840359,837741,834004,825988,836367,845447,853858,856469,861395,865792,864718,856023,848682,856528,868200,883906,886275,890404,896866,908168,920493
96982,1615,92672,Zip,CA,CA,San Clemente,Los Angeles-Long Beach-Anaheim,Orange County,301584,302739,302497,302103,301498,301180,301063,300682,300291,300686,300895,301666,302496,302489,303477,304786,306717,308806,311395,314494,318328,321693,325703,329434,333952,338824,343892,349892,356253,362029,367481,373517,379237,383939,388637,392971,397249,400824,403945,407001,409537,413334,416428,419484,421980,426207,430849,436385,440138,445258,450745,457422,464610,472065,479648,486452,493476,500763,507326,513473,520277,527444,534166,541132,546769,551694,556179,560667,566343,571463,577014,583685,590685,597817,603949,608383,612652,618126,625778,634109,640525,646973,654417,666048,679390,691726,699589,708548,720369,731146,741176,751984,768323,784474,801560,803723,800191,797960,809561,825835,839042,854833,868934,880796,885381,891218,895285,907576,923416,937304,949301,956094,966847,970269,979140,987814,1001079,1009216,1016901,1029725,1039558,1051342,1052262,1059350,1062054,1069123,1068279,1069935,1069353,1072320,1071260,1068331,1072079,1075352,1076651,1065715,1052739,1042347,1029931,1015161,993922,977870,968211,955125,939326,916264,905270,895229,890763,881645,878081,878517,883893,881745,871716,861781,850049,844910,835378,829880,823010,818165,815235,808691,805114,803280,808394,811550,815068,815603,815584,817902,818800,815742,805235,796641,787607,779376,765238,755154,748106,746578,741830,735114,727388,725337,726646,727065,723011,720866,723138,725767,722636,716540,714907,713981,715520,715611,722487,729672,741009,749242,756823,762503,776123,791893,810127,827158,844898,862804,870440,879669,884732,893767,900786,910143,915087,917711,914888,914983,913222,912198,912843,912905,917200,920704,927594,931742,937129,942647,948655,954892,958368,963951,971770,980852,990207,997980,1001579,1008071,1010429,1015449,1018189,1019475,1024397,1024350,1030459,1031186,1029460,1024698,1028272,1031456,1040452,1044203,1052695,1057814,1063210,1070460,1071116,1074110,1079282,1087557,1094683,1101322,1105986,1110589,1112381,1117402,1122682,1129554,1129361,1129667,1127914,1134182,1136071,1135166,1131267,1128682,1128180,1132550,1142483,1150919,1160030,1157556,1158165,1153904,1149757,1145806,1145236,1153226,1160166,1162725,1159703,1157870,1161162,1173684,1185501,1197694,1213187,1231237,1249837,1263103
96489,1619,91745,Zip,CA,CA,Hacienda Heights,Los Angeles-Long Beach-Anaheim,Los Angeles County,200278,200395,200467,200555,200524,200646,200983,201122,200898,200333,200024,199768,198924,197914,197185,197363,197767,197991,198105,198649,199447,200845,201699,202865,204650,206961,208984,209968,211059,211868,212394,213006,214558,216139,218047,219405,221233,222762,224158,225628,226650,228681,231142,233106,234149,234921,236201,237598,239104,240565,242416,244162,246439,248347,249952,251624,253525,255575,257626,259711,261467,263218,265154,267543,269736,271772,273583,275890,278216,281377,284132,287186,290102,293548,296955,300778,304436,309055,314314,319558,324592,329222,334630,339868,344766,349253,354276,358530,363027,366566,371508,376882,382573,387560,393798,401001,409741,417896,426186,435921,447462,458460,467994,476835,487535,497932,506028,513003,518835,527236,534924,543215,549273,557313,566034,575425,584295,593858,601892,609140,616344,622271,628761,632431,638109,641916,644674,645719,643008,641466,640621,641135,639338,636448,633184,632053,629560,626448,621845,616190,609680,599957,590858,583191,577342,569819,558861,545893,530825,518853,507382,498648,492471,488332,482948,471967,462737,457290,454846,451559,449892,448045,448044,448854,450275,451774,454688,460516,463630,462944,463385,465924,470890,470455,468839,465386,462201,459246,455044,453223,452317,452870,451498,449313,444186,443443,442897,442767,441100,438286,437715,435523,434317,432971,432450,432844,434745,435974,437866,438971,442437,447862,453223,460246,465438,474151,482721,493820,502732,513294,522746,535072,543284,548804,552422,554990,559750,560284,561808,560443,561258,560575,562495,561492,562502,563720,567759,570905,574848,579199,583340,584440,586709,588736,589648,590101,591139,594002,595976,599555,600599,602231,602149,606341,608857,612067,613403,616762,620600,624139,625312,625755,628089,630635,634369,636630,640390,643093,647197,650906,653915,656266,660834,665747,669777,673740,677626,680722,682606,684580,686206,685802,685295,685435,686317,685507,685225,682543,679940,678836,682409,687304,687769,687085,686426,687802,688650,691000,694569,699363,704431,709291,711036,712256,717183,724386,732163,738655,745185,751730,757643,764394
96993,1652,92688,Zip,CA,CA,Rancho Santa Margarita,Los Angeles-Long Beach-Anaheim,Orange County,221203,222004,221902,221794,221167,220588,220267,220183,220159,220570,220752,221645,222319,222114,222325,223023,224728,226403,227864,228958,230446,231523,233584,235046,237521,240571,243720,246809,249960,253619,257724,262686,267300,271783,275155,278120,280759,283311,286190,288837,291241,293420,295032,295843,296664,298195,300893,304135,306336,309004,311543,315146,318182,321728,325390,329375,333150,337286,340899,345057,349165,353440,357137,360832,364451,367288,369862,372346,375764,378740,381622,384050,387252,390495,394046,397181,400827,405683,411955,418483,424268,429797,436055,442751,449164,454984,460022,466201,473451,480390,487153,494530,504766,515679,527563,537787,547725,559754,573546,588604,602023,617102,630214,641883,648423,655024,660015,666959,674902,680051,686979,690542,696135,697201,702729,708361,717290,722753,727428,733736,737248,742713,743439,747713,748870,750400,747081,746149,743846,743547,739220,734170,733230,732570,729900,722545,715205,710439,702058,691358,676381,665931,660370,652398,640141,621295,609515,596705,586964,575431,569245,562602,558698,549742,538354,527538,520272,520258,517346,515018,511990,509197,507825,506785,508443,511652,517360,521647,523270,521342,519969,523120,525663,527442,523292,520451,517057,513896,508851,504782,503576,503286,501554,496763,490490,487353,486823,485172,481208,477991,477309,477953,475324,472279,470504,470491,472778,473635,477850,483955,490756,497506,501602,505891,514447,526108,541401,554925,569042,581833,590446,597260,604129,610976,619394,627568,633161,635175,631160,629232,625635,624994,624387,624285,625383,625967,628199,628625,629449,631061,634389,638355,640935,643570,646506,650489,654600,658990,659868,663815,665624,669354,671284,672010,674846,675097,678251,680434,681224,681463,684145,685596,690075,691736,695680,697634,700223,703983,707264,709380,712964,715966,720338,724926,727826,730841,732303,736943,740743,746057,746720,746213,742953,742574,741604,739712,736546,734005,731835,730780,732677,734421,736565,736009,738277,739023,739659,739194,742125,746404,751681,754879,756346,757658,761510,768956,775934,783587,791980,802470,812000,821223
96197,1665,90660,Zip,CA,CA,Pico Rivera,Los Angeles-Long Beach-Anaheim,Los Angeles County,153031,152849,152792,152711,152787,152899,153008,152899,152703,152348,152177,151949,151285,150673,150162,150045,149749,149492,149518,149877,150151,150539,150594,151082,152133,153458,154433,154883,155297,155475,155194,155135,155655,156503,157401,157815,158283,158793,159675,160567,161503,162841,164399,165412,166119,166728,167911,169009,170348,171300,172448,173602,174920,176101,177078,178293,179500,180654,181720,182950,183886,184875,185700,186884,187999,189400,190699,192093,193381,195174,196791,198665,200675,203369,206398,209493,212566,215710,219398,223310,227488,231799,236424,240807,244438,247528,251057,254709,258669,262245,266841,271384,275504,278456,282322,287257,293734,300194,306269,312842,320355,327838,334301,341072,350005,359236,367485,374762,381573,389533,397126,404885,410758,417802,425337,433530,441271,449794,456695,462627,468191,473271,479062,483454,490300,496001,501046,504025,503800,503622,503667,505491,505312,504569,503888,504959,504359,502727,499941,496301,491682,484651,477872,470616,463965,454810,442519,428045,412586,398157,384093,372073,363553,356701,349924,340077,331966,326629,323281,319778,316163,314564,313487,313254,310344,307966,306340,307883,308036,306423,305821,306013,308978,307578,306603,303358,303459,302797,301719,300172,299685,300202,299314,298260,295216,294992,294460,295072,294042,292686,292526,291775,291095,289527,288590,288293,288764,289539,290688,291878,293389,296560,298807,302598,304924,310539,316433,324084,330261,336762,342505,349382,355039,359195,362977,365551,369950,371207,372469,371814,372740,373155,374637,375138,376315,377608,379846,382134,384934,387728,390748,391768,393906,395573,397612,398994,400665,403201,405944,409788,412021,415085,417258,422017,424933,428305,430610,434305,438798,442734,444768,445928,448112,450189,452362,453821,456584,458812,461269,463317,465048,466696,470265,473881,477218,480620,484310,487482,490358,493305,496647,497727,497673,497165,497266,496898,496871,494662,492551,491969,495031,498966,499821,499507,499794,502318,504632,508150,511252,516457,521763,526975,528918,530478,534513,540902,547685,553194,558408,563107,568247,573120
97041,1693,92833,Zip,CA,CA,Fullerton,Los Angeles-Long Beach-Anaheim,Orange County,202810,203809,203836,204069,203804,203625,203477,203335,203241,203581,203647,204174,204428,203830,203760,204030,205399,206477,207660,208571,209966,210693,212109,212841,214350,216220,217969,219694,220779,222308,223914,226401,228084,229825,230935,232332,233742,235082,236787,238216,239956,241820,243325,244232,245390,247291,250041,252919,254785,257174,259448,262760,265493,268620,271973,275553,278733,281801,284468,287617,290786,294026,296891,299749,302475,304304,306117,307909,311066,314115,317148,319968,323226,326605,330257,333764,337649,342629,348406,354534,359613,364660,370196,376690,382460,387708,391599,396819,402335,407546,413203,420144,429515,438746,448566,455118,463229,472921,485626,497170,509279,523051,534982,543328,547633,553280,558930,567655,576539,583853,592536,600703,610305,615917,624691,634187,647123,656647,664487,673214,678683,685158,686638,691223,692834,695196,694135,695921,695434,695909,692463,688827,689078,690277,689479,684547,678536,674489,666347,655310,640164,628992,622978,614844,603436,584732,572232,556806,544727,531467,522841,514833,508948,499862,487825,476086,467158,465022,460622,457622,453697,449379,447131,445237,446797,449413,454303,458096,459086,457933,457060,460813,463860,466611,463732,461888,458845,455191,449787,445301,443754,442261,440365,435975,431018,428439,428178,427045,423740,421501,420967,421522,419017,416788,415177,415015,416497,416959,420598,425118,430529,435305,439328,443880,452296,462095,474079,483670,493309,501941,506366,510457,514839,520462,526689,531877,535030,535763,532764,531750,530567,531401,532522,533169,535177,536705,539021,539850,540783,542762,545941,549883,551783,554161,557104,560659,563522,565602,566033,569460,571764,575408,577825,579385,582764,583634,587275,590390,592741,594399,597643,599700,604149,606261,610008,611971,614615,618838,621252,623031,625739,629316,633700,638199,641096,644241,646080,649497,651996,655474,655554,655028,651891,652138,652079,651723,649775,647959,646636,647153,651054,654661,658715,659003,661903,662600,663294,663130,665711,670294,675440,679250,680451,681685,685063,692436,699462,707043,715205,724902,734251,742857
96505,1730,91765,Zip,CA,CA,Diamond Bar,Los Angeles-Long Beach-Anaheim,Los Angeles County,217594,217646,217785,218061,218379,218828,219326,219636,219663,219463,219333,219237,218678,218217,217873,218341,218675,218803,218779,219415,220409,221943,223089,224631,226615,228938,231016,232048,233305,234462,235958,237349,239234,240776,242768,244262,246406,248385,250428,252418,254418,257294,260201,262000,263161,264725,267058,269136,270964,272414,274545,276695,279161,281269,283031,285447,287857,290252,292163,294408,296505,298740,300685,303213,305493,307934,310111,312476,314527,316790,319048,321711,324608,328228,332177,336451,340343,344658,349636,354940,361022,367361,374190,380379,385673,390259,395019,398949,403501,407279,412928,419035,425016,429947,436175,443846,453173,461781,470544,481331,494032,506804,517236,526520,536969,547120,555066,561590,567351,576409,584923,592908,597721,603822,611118,619453,628178,638034,646189,653096,659548,664189,670026,673517,679559,683087,685455,686473,683463,681403,679891,681358,680074,677447,673365,671590,668096,664086,659235,654180,648940,640296,632350,624630,619979,614692,606008,595037,582551,572808,562748,553895,548749,545990,542207,533174,525329,519964,517704,514864,512994,513500,516064,519951,520378,520658,522363,527370,529375,528403,529271,532083,538638,537402,535415,529921,527622,525146,521425,519138,517360,517585,515872,513332,506648,504260,501872,501117,499263,497094,497641,496132,496135,494635,493112,492666,494791,497913,500821,502996,506365,511704,516498,523940,529953,540868,552289,566637,578030,589894,602251,617492,630114,638721,644959,649565,656077,657474,660006,659113,660806,660681,662946,662452,662889,663095,666283,668463,672098,675752,679631,679476,680296,680241,679034,678316,677691,680476,682114,686518,686986,688971,687905,691890,693163,696032,696240,697669,700531,703906,705740,706135,708448,710070,713352,715754,720638,724519,729816,734245,737565,738801,741898,745223,748505,752353,755806,757387,757510,757665,757282,755028,752815,751562,750694,747924,745927,740737,735535,732165,734462,738189,738563,737478,736015,736409,735991,738297,740663,745431,750305,755311,756621,757464,761423,768055,775723,782527,790008,796822,803798,811096
96978,1769,92660,Zip,CA,CA,Newport Beach,Los Angeles-Long Beach-Anaheim,Orange County,514317,517525,518000,519293,518273,517236,516801,516795,516996,517192,517029,518453,520463,519757,519627,519867,523756,527777,531535,534701,538922,543750,549759,553599,557679,563094,569804,576284,583257,590763,598589,607170,613463,618989,623217,627807,631625,635145,638646,644503,648267,651996,653524,655086,657819,661259,666782,673583,680366,688182,695465,701686,708942,716472,727154,736548,747152,758326,768441,777580,784598,792286,799898,809771,816967,824174,829302,836638,842901,849356,854316,859762,865978,872463,880014,887550,896912,908303,921775,935323,948052,960223,975592,989194,1002495,1013861,1023738,1034592,1044836,1054445,1064517,1078878,1099698,1121319,1143937,1167760,1193948,1224659,1255555,1284906,1316431,1349417,1379744,1400026,1411617,1425649,1438511,1456084,1475513,1489956,1510424,1529141,1553615,1569877,1592394,1613038,1639561,1657199,1672924,1689847,1699175,1712940,1715620,1724616,1723291,1724131,1716288,1719807,1720074,1725614,1722770,1719145,1724472,1730194,1732171,1722846,1711108,1702107,1683782,1657418,1625449,1605770,1601615,1588612,1570759,1537048,1521799,1502907,1491954,1479243,1480554,1487521,1498009,1489238,1471357,1451337,1436354,1426185,1407470,1392655,1382405,1375212,1369693,1356187,1344092,1336330,1328964,1328140,1320372,1325994,1328673,1343949,1348286,1349198,1337180,1335961,1336277,1342310,1337766,1335468,1335046,1332128,1327403,1318019,1311205,1308144,1313725,1321161,1322195,1318694,1318703,1316438,1308878,1298853,1298241,1299575,1302199,1305010,1320306,1325698,1335690,1341487,1362578,1383926,1418057,1452390,1490351,1519822,1555112,1585708,1591404,1607711,1626562,1662337,1683105,1700082,1714597,1725947,1724585,1727369,1725816,1731570,1739193,1739063,1738181,1731537,1732955,1734558,1730978,1730622,1733491,1743765,1747022,1750009,1760553,1772851,1783654,1788321,1791530,1805095,1815984,1828769,1836030,1834926,1840437,1839597,1853052,1851020,1847995,1839568,1846641,1847561,1857339,1862452,1873892,1881832,1891278,1904343,1892020,1890797,1895558,1922016,1944009,1963297,1974487,1981328,1986044,2001035,2014868,2031090,2051249,2072804,2084645,2088823,2094354,2102403,2108297,2107712,2107636,2106629,2115882,2125727,2142696,2148322,2161347,2166711,2149316,2127240,2118116,2134906,2152547,2161307,2163119,2164778,2166310,2176104,2185964,2203195,2240082,2282604,2320008,2344882
96122,1782,90275,Zip,CA,CA,Rancho Palos Verdes,Los Angeles-Long Beach-Anaheim,Los Angeles County,423626,423435,423209,422605,421845,421700,421665,421235,420420,420446,421426,422390,422161,421942,422466,424575,427027,428835,431447,435619,440762,445019,447871,451885,457627,464002,469395,473573,478755,483997,488432,492547,497092,501596,506466,510158,514686,518768,522920,526485,528910,532780,536525,538612,539717,542078,546010,549565,552990,555620,559142,562582,566997,570408,574086,578450,583412,586930,590255,593733,596911,600602,604262,609238,613544,618429,621912,625450,628344,632956,637427,642341,647122,652939,659008,665073,670582,677261,685485,694513,703367,712990,723317,733924,742785,750539,759325,767111,776119,782653,793713,805839,818440,827285,838366,851067,867479,882413,897190,914986,935736,956520,971067,983345,999233,1015655,1028421,1039352,1049287,1065422,1080295,1095754,1106417,1119655,1135568,1152895,1170964,1191934,1209477,1223532,1235565,1244028,1252474,1255114,1260991,1265413,1269867,1272974,1267188,1261995,1257705,1258366,1253805,1248066,1243686,1245035,1243835,1240411,1231545,1221222,1209642,1197020,1186026,1176914,1169782,1158491,1140974,1119423,1099679,1086247,1076239,1067349,1062140,1052854,1041482,1019356,1007240,1002051,1000062,994408,985462,976193,967897,963813,961863,963598,968254,978471,980183,975318,976227,980976,993364,992563,993397,989538,988155,984986,978289,975118,973654,975504,971156,967220,956752,956750,954389,952891,947279,941963,942463,939464,938010,935846,936835,939025,943739,949459,955411,960809,968181,979634,988716,1003201,1013243,1030842,1046523,1067336,1083520,1098587,1113183,1134700,1153021,1165644,1172692,1175007,1180309,1176697,1174995,1168398,1168197,1167946,1172501,1164947,1158765,1149843,1152564,1154902,1162971,1172387,1182296,1184465,1187220,1188979,1191880,1197956,1204407,1214774,1222216,1233722,1237765,1242096,1243380,1254041,1260870,1269186,1271026,1277956,1285847,1294903,1297156,1296906,1300320,1303561,1306858,1308535,1314483,1319057,1325662,1329075,1331983,1333329,1341422,1349229,1356582,1363856,1372183,1376358,1377693,1379256,1378472,1376376,1372658,1373745,1372792,1371749,1369886,1364908,1359917,1360432,1370614,1382327,1380307,1374168,1368703,1370298,1370942,1373208,1378135,1385211,1392353,1397862,1397175,1396160,1407188,1423354,1440797,1452038,1464778,1477539,1489931,1503869
